customer_id,cohort_month,tenure_months,plan,monthly_charges,support_calls_last_90d,login_days_last_30d,churned
C00557,2024-03,60,Basic,23.67,0,16,0
C00558,2023-05,27,Premium,106.38,0,3,0
C00559,2023-09,36,Premium,95.18,0,1,0
C00560,2023-10,19,Basic,24.68,0,15,0
C00561,2023-02,30,Premium,90.77,0,16,0
C00562,2023-03,30,Standard,63.05,6,13,0
C00563,2023-06,58,Standard,61.79,3,7,0
C00564,2024-02,41,Basic,19.27,1,3,1
C00565,2023-08,35,Basic,31.72,1,17,0
C00566,2023-01,10,Basic,27.52,2,20,1
C00567,2024-04,41,Basic,28.26,2,10,0
C00568,2024-04,27,Premium,105.22,2,21,0
C00569,2023-09,36,Basic,25.58,1,0,0
C00570,2023-07,41,Standard,64.29,4,9,1
C00571,2023-06,10,Basic,30.59,1,14,0
C00572,2024-05,8,Basic,34.14,1,6,0
C00573,2023-01,26,Premium,97.85,2,18,0
C00574,2023-07,21,Premium,95.93,0,12,0
C00575,2023-05,58,Basic,25.72,3,18,1
C00576,2023-08,32,Basic,31.17,3,2,1
C00577,2023-03,9,Standard,63.84,3,13,0
C00578,2023-02,57,Standard,62.63,3,0,0
C00579,2023-03,36,Premium,107.86,1,20,0
C00580,2023-09,35,Premium,94.33,3,26,0
C00581,2023-06,43,Basic,37.69,2,14,0
C00582,2023-06,13,Basic,30.87,2,4,0
C00583,2024-02,47,Standard,54.07,0,23,0
C00584,2024-03,26,Basic,26.78,1,8,1
C00585,2023-04,33,Premium,103.85,0,4,0
C00586,2023-05,26,Basic,23.95,0,16,0
C00587,2023-08,59,Basic,26.86,1,31,0
C00588,2023-11,29,Premium,96.8,2,8,0
C00589,2023-03,44,Basic,26.54,4,13,0
C00590,2023-12,23,Premium,100.23,0,9,0
C00591,2023-05,17,Standard,68.02,3,5,1
C00592,2023-02,2,Premium,97.2,2,14,0
C00593,2024-04,34,Premium,98.74,2,8,0
C00594,2023-06,50,Standard,48.39,3,8,0
C00595,2024-03,43,Standard,62.68,0,25,1
C00596,2023-09,14,Standard,59.71,2,13,0
C00597,2023-02,52,Standard,58.19,1,29,0
C00598,2023-09,51,Standard,58.49,0,24,0
C00599,2023-02,10,Premium,94.71,1,18,0
C00600,2024-01,57,Basic,25.47,1,21,0
C00601,2024-06,54,Premium,93.11,0,17,0
C00602,2024-04,41,Standard,64.4,1,20,0
C00603,2024-01,28,Premium,89.11,2,5,0
C00604,2023-12,24,Premium,103.2,3,0,0
C00605,2023-03,29,Standard,64.86,3,15,0
C00606,2023-11,59,Premium,101.7,2,12,0
C00607,2023-08,15,Basic,24.01,1,17,0
C00608,2023-07,15,Premium,91.81,0,25,0
C00609,2023-06,38,Basic,24.28,2,10,0
C00610,2023-10,47,Premium,101.18,3,23,0
C00611,2024-02,4,Standard,67.74,1,22,0
C00612,2024-03,19,Premium,87.72,2,20,0
C00613,2023-06,7,Premium,103.5,0,22,0
C00614,2023-04,48,Premium,93.98,2,14,0
C00615,2024-03,44,Basic,30.63,2,25,0
C00616,2023-09,26,Basic,26.79,6,22,0
C00617,2023-12,57,Premium,101.83,3,11,1
C00618,2023-05,17,Premium,107.25,0,21,0
C00619,2023-04,21,Standard,66.59,1,1,0
C00620,2024-03,46,Basic,32.88,0,21,1
C00621,2023-01,6,Standard,65.61,2,2,1
C00622,2023-11,29,Standard,63.04,0,7,0
C00623,2024-03,26,Standard,55.76,0,0,0
C00624,2023-12,31,Basic,23.01,2,13,1
C00625,2024-03,57,Standard,57.94,1,17,0
C00626,2023-09,56,Standard,58.68,0,0,0
C00627,2024-05,51,Premium,101.33,0,24,0
C00628,2024-04,3,Premium,104.86,1,11,0
C00629,2024-04,45,Standard,52.32,2,9,0
C00630,2024-05,34,Premium,103.37,2,13,0
C00631,2023-10,2,Basic,35.65,4,30,0
C00632,2023-08,37,Basic,22.31,2,13,0
C00633,2023-01,47,Basic,40.04,3,16,0
C00634,2023-04,15,Standard,53.81,2,26,0
C00635,2023-11,31,Basic,30.36,1,27,0
C00636,2023-01,51,Premium,104.79,4,0,0
C00637,2023-07,13,Premium,95.29,1,27,0
C00638,2024-05,54,Basic,27.96,2,10,0
C00639,2023-07,60,Basic,28.03,0,17,0
C00640,2023-04,18,Basic,39.22,0,16,0
C00641,2023-08,16,Standard,57.81,2,3,1
C00642,2023-12,60,Premium,104.14,4,7,0
C00643,2024-06,2,Standard,56.98,2,30,0
C00644,2024-06,41,Premium,82.75,2,31,0
C00645,2024-04,40,Premium,107.51,3,21,0
C00646,2024-03,37,Premium,94.12,4,12,1
C00647,2023-05,45,Basic,26.81,0,7,0
C00648,2023-02,31,Premium,95.23,3,18,0
C00649,2023-08,10,Premium,93.34,1,5,0
C00650,2024-06,45,Premium,101.59,0,20,0
C00651,2023-04,56,Premium,103.69,1,24,0
C00652,2023-01,27,Basic,26.67,2,10,0
C00653,2024-06,28,Standard,54.37,1,5,0
C00654,2023-08,13,Basic,22.09,2,24,0
C00655,2023-03,55,Standard,59.27,1,21,0
C00656,2024-06,49,Standard,51.41,3,28,0
C00657,2024-01,3,Standard,52.58,2,10,0
C00658,2024-02,35,Premium,101.9,1,14,0
C00659,2023-09,53,Standard,61.08,2,16,0
C00660,2023-04,38,Basic,31.23,3,0,0
C00661,2023-04,6,Basic,30.8,1,18,0
C00662,2024-03,43,Basic,28.81,1,25,0
C00663,2023-11,12,Standard,61.15,1,8,0
C00664,2023-04,15,Basic,31.71,4,25,0
C00665,2024-05,48,Basic,28.33,1,19,0
C00666,2023-10,22,Premium,110.3,5,21,1
C00667,2023-05,15,Basic,27.0,5,18,1
C00668,2023-06,47,Standard,62.9,0,26,0
C00669,2023-06,59,Standard,55.53,1,18,0
C00670,2024-04,23,Basic,37.98,2,18,0
C00671,2023-05,47,Premium,104.14,1,12,0
C00672,2023-09,56,Basic,25.21,2,25,0
C00673,2024-01,5,Premium,98.38,3,11,1
C00674,2024-06,56,Basic,31.73,2,22,0
C00675,2023-12,30,Standard,60.5,0,29,0
C00676,2024-03,29,Basic,30.25,4,13,1
C00677,2024-05,8,Premium,98.36,4,13,0
C00678,2023-12,27,Basic,34.01,1,15,0
C00679,2024-01,60,Standard,58.0,1,20,0
C00680,2024-03,22,Premium,101.57,0,9,1
C00681,2024-01,49,Basic,20.04,0,18,0
C00682,2024-06,15,Standard,55.45,1,20,0
C00683,2024-05,51,Premium,107.84,0,22,0
C00684,2023-10,28,Premium,96.96,3,2,0
C00685,2023-05,26,Basic,35.33,4,6,0
C00686,2024-04,49,Standard,64.51,0,8,0
C00687,2023-11,25,Basic,32.21,2,19,0
C00688,2023-01,53,Premium,100.33,2,11,0
C00689,2023-03,35,Basic,38.89,3,3,0
C00690,2024-04,2,Basic,37.63,5,20,0
C00691,2023-08,31,Premium,91.26,2,11,0
C00692,2023-06,8,Premium,101.18,1,15,0
C00693,2023-09,14,Standard,54.67,1,14,0
C00694,2023-02,35,Standard,57.38,2,13,0
C00695,2023-11,12,Basic,30.5,4,20,1
C00696,2023-07,33,Basic,29.45,2,22,0
C00697,2023-06,44,Basic,31.84,3,13,0
C00698,2023-10,56,Standard,68.79,6,21,0
C00699,2023-12,17,Premium,98.25,2,6,0
C00700,2024-04,19,Standard,50.74,1,10,0
C00701,2024-04,29,Premium,101.27,0,9,0
C00702,2023-10,54,Basic,32.61,0,9,0
C00703,2024-03,29,Premium,97.05,2,14,0
C00704,2023-10,5,Standard,56.49,0,13,1
C00705,2024-06,60,Standard,67.75,2,5,0
C00706,2023-09,37,Premium,105.45,1,8,0
C00707,2024-01,1,Premium,97.21,2,0,1
C00708,2024-06,31,Standard,64.91,1,25,0
C00709,2024-01,13,Standard,48.03,2,12,0
C00710,2023-11,36,Basic,28.82,3,12,0
C00711,2023-01,39,Basic,41.18,3,4,0
C00712,2023-01,34,Standard,64.52,3,10,0
C00713,2023-03,12,Premium,97.6,1,15,0
C00714,2024-01,6,Basic,28.79,0,28,0
C00715,2024-06,52,Premium,92.31,3,29,1
C00716,2023-03,28,Standard,62.98,1,22,1
C00717,2023-06,58,Standard,68.52,0,10,0
C00718,2023-04,21,Premium,102.14,2,13,0
C00719,2024-02,13,Standard,62.05,2,28,0
C00720,2023-10,50,Premium,100.56,2,20,0
C00721,2023-06,32,Premium,96.88,2,24,0
C00722,2023-09,12,Premium,93.48,1,19,1
C00723,2023-06,58,Basic,21.84,1,37,0
C00724,2023-02,45,Basic,34.72,2,23,1
C00725,2023-02,16,Basic,23.97,0,22,0
C00726,2023-06,5,Premium,100.06,0,16,0
C00727,2023-05,42,Basic,36.45,2,5,0
C00728,2024-01,59,Premium,94.58,1,13,0
C00729,2024-03,28,Premium,99.32,1,22,0
C00730,2023-04,2,Basic,25.26,2,8,0
C00731,2023-09,39,Premium,99.56,2,13,0
C00732,2024-04,40,Basic,33.1,1,22,0
C00733,2024-02,14,Standard,54.05,0,13,0
C00734,2023-09,44,Premium,99.96,2,22,0
C00735,2023-04,20,Premium,101.5,0,5,0
C00736,2024-04,48,Standard,62.84,1,15,0
C00737,2024-06,55,Basic,36.97,2,8,0
C00738,2023-05,21,Basic,24.02,0,24,1
C00739,2024-02,47,Standard,67.5,0,42,0
C00740,2023-11,51,Premium,96.98,1,4,1
C00741,2023-02,37,Standard,59.97,1,14,0
C00742,2023-10,26,Premium,104.2,2,18,0
C00743,2023-07,23,Premium,97.18,0,4,0
C00744,2023-02,4,Basic,27.99,1,5,0
C00745,2024-06,24,Basic,38.56,1,7,0
C00746,2024-04,53,Premium,106.93,0,15,0
C00747,2024-04,56,Standard,54.96,3,17,0
C00748,2023-11,43,Premium,97.07,0,17,1
C00749,2023-11,59,Basic,21.03,2,19,0
C00750,2023-04,58,Premium,101.99,0,16,0
C00751,2024-04,57,Basic,20.51,1,23,0
C00752,2023-12,18,Standard,57.88,3,14,0
C00753,2023-08,41,Basic,17.85,1,20,0
C00754,2023-11,29,Premium,94.93,2,10,0
C00755,2024-02,22,Standard,62.49,2,16,0
C00756,2023-08,29,Basic,32.42,2,4,0
C00757,2024-04,29,Premium,91.7,0,21,0
C00758,2024-03,37,Basic,32.01,0,29,1
C00759,2023-07,6,Standard,56.0,1,7,0
C00760,2023-06,26,Standard,59.22,1,21,0
C00761,2023-10,31,Premium,94.46,0,6,1
C00762,2023-02,45,Premium,97.25,2,11,0
C00763,2023-05,30,Premium,100.14,1,12,0
C00764,2024-04,47,Basic,25.76,3,13,0
C00765,2023-07,35,Basic,22.35,1,13,0
C00766,2023-12,19,Premium,99.4,2,13,0
C00767,2023-06,2,Premium,100.53,0,25,0
C00768,2023-12,59,Premium,104.91,2,22,0
C00769,2023-11,2,Premium,96.36,1,7,0
C00770,2023-10,18,Premium,106.54,4,11,1
C00771,2023-06,41,Standard,62.77,1,25,0
C00772,2023-11,35,Basic,35.53,0,3,0
C00773,2023-05,3,Premium,94.8,2,10,1
C00774,2023-12,38,Basic,25.01,0,25,0
C00775,2024-04,6,Premium,102.58,2,0,0
C00776,2024-01,57,Premium,100.04,0,18,0
C00777,2024-06,40,Basic,40.02,3,20,0
C00778,2023-09,23,Premium,99.63,2,19,0
C00779,2023-01,3,Standard,53.18,2,14,0
C00780,2023-08,51,Standard,57.59,2,12,0
C00781,2024-04,45,Basic,32.81,3,24,0
C00782,2024-03,13,Basic,26.28,3,3,1
C00783,2023-02,60,Basic,21.08,4,1,0
C00784,2023-11,53,Standard,52.55,7,20,0
C00785,2023-03,60,Premium,112.5,2,14,0
C00786,2024-01,17,Standard,63.4,1,7,0
C00787,2023-11,12,Standard,64.99,1,17,0
C00788,2024-04,35,Premium,93.38,1,2,0
C00789,2023-11,22,Premium,98.96,2,16,0
C00790,2024-04,31,Premium,99.14,0,12,0
C00791,2023-03,60,Premium,96.57,5,12,0
C00792,2023-02,27,Premium,104.17,3,30,0
C00793,2023-04,22,Basic,25.96,1,19,0
C00794,2024-06,49,Premium,107.76,1,21,0
C00795,2024-04,42,Standard,64.98,3,11,1
C00796,2024-04,12,Basic,31.27,2,20,0
C00797,2023-10,33,Standard,55.37,0,23,0
C00798,2024-03,19,Standard,54.86,3,24,1
C00799,2023-11,3,Premium,90.72,2,20,0
C00800,2024-05,36,Premium,99.52,3,22,0
C00801,2023-12,20,Premium,92.44,2,0,0
C00802,2023-08,19,Premium,105.75,2,18,0
C00803,2023-12,55,Standard,59.0,3,29,0
C00804,2023-11,5,Premium,96.74,1,8,0
C00805,2024-03,10,Standard,55.85,1,15,1
C00806,2023-12,6,Premium,86.84,2,23,0
C00807,2024-01,25,Basic,31.59,2,16,0
C00808,2024-06,49,Premium,83.53,0,11,0
C00809,2023-05,4,Standard,48.73,2,7,0
C00810,2023-05,52,Premium,95.89,2,0,1
C00811,2023-09,36,Standard,59.18,1,23,0
C00812,2024-02,53,Basic,25.48,2,9,0
C00813,2024-02,50,Standard,55.93,2,8,1
C00814,2023-10,44,Standard,65.06,1,0,0
C00815,2023-08,13,Basic,27.67,4,9,0
C00816,2024-06,22,Premium,97.79,1,22,0
C00817,2023-08,34,Basic,27.04,1,7,0
C00818,2023-08,6,Standard,62.6,1,11,0
C00819,2024-05,23,Standard,55.15,1,7,0
C00820,2023-06,37,Premium,90.93,4,15,0
C00821,2023-06,60,Premium,101.14,3,12,0
C00822,2024-02,60,Standard,68.92,1,7,0
C00823,2024-04,14,Standard,60.94,2,28,0
C00824,2023-03,59,Premium,104.79,1,24,1
C00825,2023-05,2,Basic,32.34,3,5,0
C00826,2023-01,60,Basic,33.44,1,22,1
C00827,2024-02,14,Basic,29.48,1,21,0
C00828,2024-03,55,Basic,33.22,0,12,0
C00829,2024-05,33,Premium,84.34,1,30,0
C00830,2023-10,51,Standard,54.4,0,16,0
C00831,2023-03,59,Premium,92.32,3,29,0
C00832,2024-04,10,Standard,58.26,3,23,0
C00833,2023-05,23,Basic,24.98,1,24,0
C00834,2023-06,39,Standard,57.43,2,12,0
C00835,2023-05,49,Basic,26.95,4,16,1
C00836,2023-04,57,Premium,95.73,1,19,0
C00837,2023-07,13,Standard,53.02,3,9,0
C00838,2024-04,38,Basic,30.1,5,11,1
C00839,2024-01,38,Standard,57.54,3,0,0
C00840,2024-01,59,Basic,38.19,3,18,1
C00841,2023-07,9,Premium,103.25,0,28,0
C00842,2023-02,2,Basic,35.79,0,9,0
C00843,2023-02,31,Premium,91.26,4,21,1
C00844,2023-10,30,Standard,56.47,1,18,0
C00845,2023-10,35,Basic,34.99,2,23,0
C00846,2023-09,59,Standard,59.08,2,22,0
C00847,2023-11,32,Premium,97.69,1,6,1
C00848,2023-04,36,Basic,29.38,3,22,0
C00849,2023-04,14,Basic,30.49,0,24,0
C00850,2023-08,55,Premium,98.18,1,0,0
C00851,2023-06,32,Standard,68.72,3,17,1
C00852,2023-03,32,Standard,67.31,1,25,0
C00853,2023-08,54,Premium,100.39,4,12,0
C00854,2023-04,7,Standard,67.78,1,9,0
C00855,2024-02,36,Premium,102.47,1,3,0
C00856,2024-06,34,Premium,83.44,2,16,0
C00857,2024-03,13,Premium,98.48,1,10,0
C00858,2023-05,57,Basic,35.79,1,23,0
C00859,2023-06,26,Basic,27.24,1,30,0
C00860,2024-02,19,Premium,98.72,1,17,0
C00861,2023-12,24,Standard,59.49,1,8,0
C00862,2023-05,2,Basic,28.33,1,14,1
C00863,2023-03,39,Premium,90.21,1,17,0
C00864,2023-12,44,Premium,103.6,0,6,0
C00865,2023-12,13,Standard,58.91,2,31,0
C00866,2024-01,1,Basic,28.96,3,0,1
C00867,2024-04,37,Premium,90.02,2,5,0
C00868,2023-10,51,Premium,102.08,4,17,0
C00869,2023-04,24,Premium,99.54,2,10,0
C00870,2023-01,10,Basic,39.85,2,17,1
C00871,2024-05,41,Basic,27.47,1,19,0
C00872,2024-03,31,Basic,24.78,4,13,1
C00873,2024-02,54,Premium,86.98,1,18,1
C00874,2023-03,19,Basic,25.14,1,16,1
C00875,2023-01,59,Basic,29.19,2,12,1
C00876,2024-04,27,Premium,100.22,0,21,0
C00877,2023-03,23,Basic,24.26,0,45,1
C00878,2023-10,4,Premium,105.17,1,18,0
C00879,2023-06,21,Standard,57.07,1,22,0
C00880,2024-02,22,Premium,111.64,1,12,0
C00881,2023-05,34,Standard,58.44,2,15,0
C00882,2023-11,40,Basic,30.8,3,0,0
C00883,2024-03,19,Basic,28.96,2,26,1
C00884,2024-04,23,Standard,69.05,1,11,0
C00885,2023-07,47,Basic,29.99,2,18,0
C00886,2024-02,52,Premium,99.2,1,5,0
C00887,2024-03,54,Basic,36.32,2,17,0
C00888,2023-09,54,Standard,51.98,0,10,0
C00889,2023-05,42,Standard,50.23,1,16,0
C00890,2023-07,22,Premium,103.93,1,22,0
C00891,2023-11,41,Premium,94.84,2,25,0
C00892,2023-05,57,Standard,56.59,1,16,0
C00893,2023-01,30,Standard,55.31,0,10,1
C00894,2023-01,34,Basic,28.44,0,0,0
C00895,2023-05,29,Standard,55.15,4,19,0
C00896,2023-12,16,Basic,28.11,0,16,0
C00897,2024-03,35,Basic,25.9,0,17,0
C00898,2024-06,20,Basic,24.68,2,22,0
C00899,2023-06,45,Standard,57.56,0,13,0
C00900,2024-02,22,Basic,19.84,4,9,0
C00901,2024-05,14,Standard,54.45,0,26,0
C00902,2023-05,16,Premium,96.75,0,22,0
C00903,2023-03,15,Basic,22.88,2,4,0
C00904,2024-02,27,Standard,61.74,3,15,0
C00905,2023-08,60,Basic,24.97,2,21,0
C00906,2023-11,51,Premium,103.32,1,19,0
C00907,2024-06,58,Basic,29.78,3,8,1
C00908,2023-07,11,Basic,25.11,2,10,0
C00909,2023-04,7,Basic,29.61,1,19,0
C00910,2023-09,2,Standard,57.88,2,22,0
C00911,2023-02,3,Standard,62.08,0,17,0
C00912,2023-08,4,Premium,100.07,1,12,0
C00913,2024-02,3,Premium,93.63,5,24,0
C00914,2024-05,4,Premium,97.45,2,13,0
C00915,2024-05,57,Standard,56.79,2,22,0
C00916,2023-12,34,Standard,55.67,3,20,0
C00917,2023-05,43,Standard,63.69,1,14,0
C00918,2024-03,12,Standard,56.38,0,0,1
C00919,2023-11,23,Standard,54.98,2,19,0
C00920,2023-10,28,Standard,60.76,1,9,0
C00921,2024-04,38,Basic,23.35,4,4,0
C00922,2023-07,2,Basic,22.97,1,5,1
C00923,2024-02,24,Basic,17.42,0,19,0
C00924,2023-09,20,Premium,100.01,0,12,0
C00925,2023-03,12,Basic,25.24,0,26,0
C00926,2023-12,4,Premium,100.63,1,25,1
C00927,2023-09,33,Basic,33.15,1,23,0
C00928,2023-10,29,Basic,26.86,0,21,0
C00929,2023-08,2,Premium,103.44,0,15,0
C00930,2024-03,30,Standard,61.03,3,26,0
C00931,2023-09,8,Basic,25.52,4,30,1
C00932,2024-05,38,Basic,33.67,2,3,0
C00933,2023-05,14,Standard,58.47,3,5,0
C00934,2023-11,5,Standard,65.88,2,11,0
C00935,2024-03,14,Basic,32.69,0,9,1
C00936,2024-03,20,Standard,51.7,0,15,0
C00937,2024-02,14,Basic,25.66,3,50,1
C00938,2024-05,35,Standard,64.5,3,30,1
C00939,2023-12,57,Standard,53.45,1,6,0
C00940,2024-01,52,Premium,96.17,4,31,0
C00941,2023-03,59,Premium,90.29,1,22,0
C00942,2024-04,41,Premium,105.88,4,6,1
C00943,2023-08,2,Premium,96.8,1,16,0
C00944,2023-11,49,Premium,97.59,2,14,0
C00945,2023-09,60,Basic,28.37,0,13,0
C00946,2023-10,44,Premium,95.45,1,23,0
C00947,2024-05,9,Premium,108.88,3,14,0
C00948,2024-06,13,Standard,64.14,0,14,0
C00949,2023-01,8,Premium,92.23,0,21,0
C00950,2024-01,2,Standard,70.2,1,8,1
C00951,2023-12,60,Premium,101.8,2,16,0
C00952,2023-04,23,Standard,57.28,4,1,1
C00953,2024-06,60,Standard,54.16,1,12,0
C00954,2024-01,34,Standard,54.16,5,10,0
C00955,2024-06,6,Standard,56.07,1,9,0
C00956,2024-04,2,Basic,29.66,2,10,1
C00957,2023-05,33,Standard,59.76,0,26,0
C00958,2023-03,58,Basic,28.25,1,10,0
C00959,2024-05,57,Standard,56.98,3,20,1
C00960,2024-01,8,Standard,55.36,3,5,1
C00961,2023-06,56,Standard,61.74,3,11,1
C00962,2023-03,4,Standard,60.3,2,15,0
C00963,2024-04,26,Premium,95.18,0,22,0
C00964,2023-09,1,Standard,56.46,2,21,0
C00965,2024-01,49,Basic,31.54,1,25,0
C00966,2023-03,51,Basic,32.42,2,10,0
C00967,2024-03,57,Standard,56.43,2,22,1
C00968,2023-05,47,Basic,29.5,3,19,0
C00969,2023-04,12,Standard,60.16,1,7,1
C00970,2024-04,53,Premium,94.32,4,1,0
C00971,2024-03,9,Standard,54.74,1,5,0
C00972,2023-04,54,Basic,30.37,1,13,0
C00973,2023-07,16,Basic,31.32,2,12,0
C00974,2023-02,33,Premium,101.43,3,19,0
C00975,2023-07,46,Standard,61.43,2,8,0
C00976,2024-03,57,Basic,26.58,1,21,1
C00977,2023-02,6,Premium,106.58,1,21,0
C00978,2023-07,18,Standard,65.28,1,16,0
C00979,2024-05,5,Basic,32.52,0,22,0
C00980,2024-03,49,Premium,99.17,1,16,0
C00981,2024-06,42,Basic,27.75,1,18,0
C00982,2023-12,55,Basic,31.67,1,26,1
C00983,2023-10,21,Standard,65.1,2,20,0
C00984,2024-06,13,Basic,31.37,2,15,1
C00985,2023-12,7,Basic,19.14,0,24,0
C00986,2024-04,29,Basic,29.22,1,20,0
C00987,2023-08,53,Basic,32.37,4,2,1
C00988,2023-11,55,Basic,23.65,1,5,0
C00989,2024-02,1,Standard,58.31,1,15,0
C00990,2023-04,57,Standard,65.82,1,11,0
C00991,2024-01,54,Premium,109.43,2,26,0
C00992,2023-09,41,Premium,90.16,1,19,0
C00993,2023-04,36,Premium,92.41,3,19,1
C00994,2023-08,19,Standard,62.35,0,11,0
C00995,2023-01,19,Premium,94.03,2,13,0
C00996,2023-01,54,Basic,24.92,3,25,0
C00997,2023-09,29,Premium,99.72,2,21,0
C00998,2024-05,23,Premium,102.64,2,27,0
C00999,2023-02,35,Standard,57.39,2,20,0
C01000,2024-04,11,Standard,62.88,2,15,0
C01001,2023-05,44,Basic,28.12,3,21,1
C01002,2024-02,4,Standard,63.23,0,10,0
C01003,2023-06,9,Standard,54.4,1,7,0
C01004,2023-10,13,Premium,95.88,0,17,0
C01005,2023-04,18,Standard,63.12,5,15,0
C01006,2024-01,38,Basic,29.72,1,5,0
C01007,2023-05,20,Premium,93.58,1,15,0
C01008,2024-06,54,Basic,31.46,1,12,0
C01009,2023-09,27,Basic,24.51,0,12,0
C01010,2024-04,54,Premium,98.57,3,9,1
C01011,2024-05,44,Premium,103.8,0,11,0
C01012,2023-12,22,Standard,58.74,2,24,0
C01013,2024-03,12,Basic,32.92,2,20,0
C01014,2023-09,22,Basic,29.76,3,9,0
C01015,2023-10,30,Basic,21.18,1,21,0
C01016,2024-05,27,Premium,98.88,2,9,0
C01017,2023-07,42,Premium,96.36,1,10,0
C01018,2023-08,58,Standard,64.71,1,28,0
C01019,2024-03,12,Basic,19.68,1,14,0
C01020,2024-01,17,Premium,102.32,0,19,0
C01021,2023-08,1,Basic,28.97,1,20,0
C01022,2023-08,32,Basic,22.21,2,12,0
C01023,2023-11,57,Basic,32.67,0,25,0
C01024,2024-04,32,Premium,106.0,1,18,0
C01025,2023-06,9,Basic,24.98,0,37,0
C01026,2023-06,55,Premium,88.84,2,26,0
C01027,2023-02,59,Basic,36.15,3,16,0
C01028,2023-05,1,Premium,91.96,1,6,0
C01029,2023-02,18,Basic,29.17,4,13,1
C01030,2024-04,44,Premium,103.12,1,19,0
C01031,2023-12,36,Standard,57.7,2,3,0
C01032,2023-12,54,Basic,29.24,3,24,0
C01033,2023-05,51,Basic,28.31,5,0,1
C01034,2024-02,43,Premium,106.82,0,8,0
C01035,2024-01,13,Standard,60.24,2,12,0
C01036,2023-07,18,Premium,100.24,1,21,0
C01037,2024-01,22,Premium,93.22,3,0,0
C01038,2023-03,59,Standard,57.23,8,14,0
C01039,2023-11,31,Premium,100.77,2,14,0
C01040,2023-10,8,Basic,22.99,0,4,0
C01041,2023-11,21,Premium,98.07,1,13,0
C01042,2024-01,11,Premium,103.62,2,27,0
C01043,2023-11,13,Standard,63.25,0,19,0
C01044,2024-06,56,Basic,20.72,0,14,0
C01045,2024-06,33,Premium,100.38,0,28,0
C01046,2024-01,26,Basic,40.04,1,9,0
C01047,2023-08,26,Basic,36.85,2,1,0
C01048,2023-02,12,Premium,94.5,1,12,0
C01049,2023-09,7,Standard,55.65,2,2,0
C01050,2023-06,25,Premium,105.31,2,40,0
C01051,2024-03,51,Standard,61.0,3,13,1
C01052,2023-09,23,Premium,103.64,3,5,0
C01053,2023-09,8,Basic,33.16,4,13,0
C01054,2023-12,56,Standard,59.59,1,22,0
C01055,2023-12,32,Standard,54.38,1,15,0
C01056,2024-04,12,Standard,65.4,2,11,0
C01057,2023-09,52,Premium,94.97,4,21,0
C01058,2024-03,58,Basic,19.15,2,10,1
C01059,2023-04,15,Standard,54.86,6,9,1
C01060,2023-12,16,Standard,57.09,3,5,0
C01061,2023-07,53,Premium,99.2,0,28,0
C01062,2023-11,43,Premium,103.15,2,16,0
C01063,2023-11,22,Basic,28.68,2,8,0
C01064,2023-07,10,Basic,24.31,0,17,0
C01065,2024-04,39,Standard,60.23,0,8,0
C01066,2024-02,22,Premium,95.32,3,0,0
C01067,2024-02,48,Standard,61.59,1,9,0
C01068,2024-06,18,Premium,106.6,0,15,0
C01069,2023-09,15,Standard,61.67,2,25,0
C01070,2024-01,25,Standard,58.09,2,19,0
C01071,2024-05,48,Basic,30.56,0,0,0
C01072,2023-06,24,Premium,100.28,2,20,0
C01073,2023-08,7,Standard,54.22,2,12,0
C01074,2023-06,14,Standard,51.71,1,13,0
C01075,2023-03,34,Basic,29.17,1,23,0
C01076,2024-01,6,Premium,99.49,2,23,0
C01077,2024-03,33,Standard,50.47,2,7,0
C01078,2024-03,57,Standard,56.18,1,20,0
C01079,2024-03,28,Premium,102.34,0,3,1
C01080,2023-03,1,Standard,60.53,3,0,0
C01081,2023-09,7,Standard,48.47,1,2,0
C01082,2024-06,8,Premium,109.65,1,16,0
C01083,2024-04,26,Premium,98.09,2,15,0
C01084,2024-05,43,Basic,34.08,3,3,0
C01085,2023-02,30,Premium,97.8,2,22,0
C01086,2024-06,22,Basic,28.24,1,16,0
C01087,2023-12,18,Basic,27.91,2,12,0
C01088,2023-03,5,Premium,107.92,4,18,0
C01089,2023-10,55,Premium,100.69,2,10,0
C01090,2024-06,45,Premium,111.13,3,14,0
C01091,2023-04,43,Basic,29.73,1,17,0
C01092,2024-01,19,Basic,26.62,0,14,1
C01093,2024-03,9,Basic,33.25,3,3,1
C01094,2023-03,19,Standard,57.59,0,8,0
C01095,2024-05,54,Basic,30.05,5,9,0
C01096,2023-07,55,Premium,95.52,6,7,0
C01097,2023-04,2,Premium,98.25,2,17,1
C01098,2024-03,16,Standard,59.06,3,20,0
C01099,2024-06,15,Basic,29.4,2,33,0
C01100,2023-01,8,Basic,27.68,1,19,0
C01101,2023-06,56,Premium,97.53,2,19,0
C01102,2023-05,3,Basic,30.97,1,10,0
C01103,2024-03,23,Standard,59.93,3,25,0
C01104,2023-04,26,Basic,23.12,2,13,0
C01105,2023-03,4,Premium,106.33,2,11,1
C01106,2024-03,28,Standard,60.13,1,4,0
C01107,2023-05,18,Premium,93.01,1,28,0
C01108,2024-03,23,Premium,95.89,2,7,0
C01109,2023-09,14,Standard,58.18,2,18,0
C01110,2023-09,54,Standard,60.68,2,17,0
C01111,2023-06,42,Premium,93.42,1,23,0
C01112,2024-05,24,Premium,99.19,0,3,0
C01113,2024-04,35,Premium,95.14,6,21,0
C01114,2023-03,40,Premium,99.17,0,11,0
